trace,run,timestamp_s,cpu_percent,thread_count,memory_footprint_mb
native_mb_05min,5,5.0993115410000005,51.708045687,18.0,252.6106185913086
native_mb_05min,5,6.106123458000001,48.606821496,18.0,252.6106185913086
native_mb_05min,5,7.158745458,51.863131683,14.0,252.3293685913086
native_mb_05min,5,8.250311125,51.180046313,14.0,252.3449935913086
native_mb_05min,5,9.310697125,47.802019581,14.0,252.3449935913086
native_mb_05min,5,10.335430833,49.783215169,14.0,252.3762435913086
native_mb_05min,5,11.407603041000002,54.095065557,15.0,285.3449935913086
native_mb_05min,5,12.474393625000001,48.262025814,15.0,285.3606185913086
native_mb_05min,5,13.506569208,52.42797022,14.0,285.3137435913086
native_mb_05min,5,14.581007625000002,53.535654379,14.0,285.3137435913086
native_mb_05min,5,15.613178625000002,58.523280751,14.0,285.3137435913086
native_mb_05min,5,16.646991916,58.868021086,14.0,285.3137435913086
native_mb_05min,5,17.642988000000003,56.136159589,14.0,285.3137435913086
native_mb_05min,5,18.646163166,51.393121269,14.0,285.2981185913086
native_mb_05min,5,19.666937541000003,50.490435046,15.0,285.5949935913086
native_mb_05min,5,20.674748083,47.314310897,15.0,285.5012435913086
native_mb_05min,5,21.735793625000003,50.409313252,15.0,285.3293685913086
native_mb_05min,5,22.765612625000003,55.134166951,15.0,285.3449935913086
native_mb_05min,5,23.767665416,60.323856303,14.0,285.2824935913086
native_mb_05min,5,24.834039458000003,59.85046623,14.0,285.2824935913086
native_mb_05min,5,25.862677333,53.962533407,14.0,285.2981185913086
native_mb_05min,5,26.868108958,50.118302265,14.0,285.2824935913086
native_mb_05min,5,27.872075791,49.264007595,14.0,285.2824935913086
native_mb_05min,5,28.943284291,48.845434398,14.0,285.2824935913086
native_mb_05min,5,29.969960041,48.675177045,14.0,285.2981185913086
native_mb_05min,5,31.042763875000002,52.279554383,14.0,285.2981185913086
native_mb_05min,5,32.065625416,57.571005868,14.0,285.2981185913086
native_mb_05min,5,33.105052208000004,63.191376856,14.0,285.2981185913086
native_mb_05min,5,34.099628125,56.050894436,14.0,285.2824935913086
native_mb_05min,5,35.101481041,54.020612828,14.0,285.2981185913086
native_mb_05min,5,36.104470375000005,48.399818014,14.0,285.2981185913086
native_mb_05min,5,37.177465958,48.480511118,14.0,285.2981185913086
native_mb_05min,5,38.184510708000005,49.111995483,13.0,285.1731185913086
native_mb_05min,5,39.241458458000004,51.026255611,13.0,285.1887435913086
native_mb_05min,5,40.305596333000004,52.817229271,13.0,285.1574935913086
native_mb_05min,5,41.34071375,59.907374049,13.0,285.1262435913086
native_mb_05min,5,42.361284500000004,59.294111309,13.0,285.1262435913086
native_mb_05min,5,43.471075708,53.904649709,13.0,285.1418685913086
native_mb_05min,5,44.509415833000006,49.136413167,13.0,285.1418685913086
native_mb_05min,5,45.525527083,46.236818786,13.0,285.1418685913086
native_mb_05min,5,46.567371875000006,48.546658696,13.0,285.1418685913086
native_mb_05min,5,47.617096083,47.171401934,13.0,285.1418685913086
native_mb_05min,5,48.626713958,51.023177291,13.0,285.1418685913086
native_mb_05min,5,49.671887041000005,54.874266263,13.0,285.1262435913086
native_mb_05min,5,50.716862291000005,59.020938208,13.0,285.1418685913086
native_mb_05min,5,51.760891625000006,55.194641995,13.0,285.1262435913086
native_mb_05min,5,52.767969041,53.50530481,13.0,285.1418685913086
native_mb_05min,5,53.771642458,51.535314407,13.0,285.1418685913086
native_mb_05min,5,54.827007583000004,46.849701501,13.0,285.1418685913086
native_mb_05min,5,55.859797208,47.214364395,13.0,285.1262435913086
native_mb_05min,5,56.86654304100001,48.996540886,13.0,285.1262435913086
native_mb_05min,5,57.938271833,54.692014766,13.0,285.1262435913086
native_mb_05min,5,58.973707208,56.76622263,13.0,285.1262435913086
native_mb_05min,5,60.039135,59.504998834,13.0,285.1262435913086
native_mb_05min,5,61.07704325,54.784937203,13.0,285.1262435913086
